codigoInterno	Nom Reducido	idItem	idTipoIVA	idCategoria	IDSubRubro	Codigo_de_Envase_asociado	Porc_de_Impuesto_Interno	precio_final	FechaUltimoPrecio	descrip reducida	Eliminacion_de_item	Tipo de Unidad	Unidad	Dias_de_Vencimiento	Tamanio de Letra	FechaUltimoPrecio	Codigo_Adicional	Permite_Modif_Descripcion	Precio adicional de venta con IVA	Codigo de Plantilla de Etiqueta	Codigo de IVA Diferencial	UltimoPrecio	Precio_de_Oferta_Etiquetas	IDProducto	Codigo_de_envase_asociado_ERP	Monto_de_Impuesto_Interno	idTipoIVA	Aplica_Percepcion_5329	Costo _el_articulo	idProveedor	IDRubro	idMarca	Fecha Inicio	Fecha Fin
8268	LIPOGLUTAREN DUO 20/10 mg comp.rec.x30+30	0	1	0	0	0	0	56162,54	16/12/2024	LIPOGLUTAREN DUO 20/10 mg comp.rec.x30+30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	40697,493	 	1005600145	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8269	DIOSMIN CREMA pomo x 90 g	0	1	0	0	0	0	36857,99	16/12/2024	DIOSMIN CREMA pomo x 90 g	N	1	1	5	0	16/12/2024	*	N	0	-1	0	26708,688	 	1005600151	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8270	FLUCONAL 150 mg comp.x 2	0	1	0	0	0	0	10537,67	16/12/2024	FLUCONAL 150 mg comp.x 2	N	1	1	5	0	16/12/2024	*	N	0	-1	0	7635,993	 	1005600157	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8271	FLUCONAL 150 mg comp.x 4	0	1	0	0	0	0	17752,65	16/12/2024	FLUCONAL 150 mg comp.x 4	N	1	1	5	0	16/12/2024	*	N	0	-1	0	12864,239	 	1005600158	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8272	VERIGLIP 20 mg comp.rec.x 30	0	1	0	0	0	0	55759,81	16/12/2024	VERIGLIP 20 mg comp.rec.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	40405,659	 	1005600159	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8273	ETOREX 60 mg comp.x 28	0	1	0	0	0	0	26982,12	16/12/2024	ETOREX 60 mg comp.x 28	N	1	1	5	0	16/12/2024	*	N	0	-1	0	19552,261	 	1005600161	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8274	ETOREX 90 mg comp.x 14	0	1	0	0	0	0	20737,65	16/12/2024	ETOREX 90 mg comp.x 14	N	1	1	5	0	16/12/2024	*	N	0	-1	0	15027,283	 	1005600162	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8275	ETOREX 90 mg comp.x 28	0	1	0	0	0	0	36214,27	16/12/2024	ETOREX 90 mg comp.x 28	N	1	1	5	0	16/12/2024	*	N	0	-1	0	26242,225	 	1005600163	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8276	PANTOSEPTO 40 mg comp.gastrorr.x30	0	1	0	0	0	0	20559,4	16/12/2024	PANTOSEPTO 40 mg comp.gastrorr.x30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	14898,116	 	1005600164	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8277	FLUDART 20 mg comp.rec.x 30	0	1	0	0	0	0	32302,25	16/12/2024	FLUDART 20 mg comp.rec.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	23407,428	 	1005600167	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8278	FLUDART 20 mg comp.rec.x 60	0	1	0	0	0	0	58927,95	16/12/2024	FLUDART 20 mg comp.rec.x 60	N	1	1	5	0	16/12/2024	*	N	0	-1	0	42701,413	 	1005600168	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8279	DIOSMIN sob.x 30	0	1	0	0	0	0	43932,07	16/12/2024	DIOSMIN sob.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	31834,833	 	1005600169	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8280	TELPRES 40 mg comp.x 28	0	1	0	0	0	0	52776,57	16/12/2024	TELPRES 40 mg comp.x 28	N	1	1	5	0	16/12/2024	*	N	0	-1	0	38243,891	 	1005600170	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8281	TELPRES 80 mg comp.x 28	0	1	0	0	0	0	73886,9	16/12/2024	TELPRES 80 mg comp.x 28	N	1	1	5	0	16/12/2024	*	N	0	-1	0	53541,232	 	1005600171	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8282	CILAAL 100 100 mg comp.x 60	0	1	0	0	0	0	62048,02	16/12/2024	CILAAL 100 100 mg comp.x 60	N	1	1	5	0	16/12/2024	*	N	0	-1	0	44962,333	 	1005600172	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8283	CILAAL 50 50 mg comp.x 60	0	1	0	0	0	0	31785,86	16/12/2024	CILAAL 50 50 mg comp.x 60	N	1	1	5	0	16/12/2024	*	N	0	-1	0	23033,232	 	1005600173	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8284	CRAFINE pomo x 93 g	0	1	0	0	0	0	20476,78	16/12/2024	CRAFINE pomo x 93 g	N	1	1	5	0	16/12/2024	*	N	0	-1	0	14838,246	 	1005600175	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8285	TRAMUSTIN comp.x 10	0	1	0	0	0	0	7900,51	16/12/2024	TRAMUSTIN comp.x 10	N	1	1	5	0	16/12/2024	*	N	0	-1	0	5725,007	 	1005600176	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8286	TRAMUSTIN comp.x 20	0	1	0	0	0	0	12923,9	16/12/2024	TRAMUSTIN comp.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	9365,145	 	1005600177	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8287	TRAMUSTIN comp.x 30	0	1	0	0	0	0	17312,82	16/12/2024	TRAMUSTIN comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	12545,522	 	1005600178	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8288	TRYLORI caps. x 120	0	1	0	0	0	0	87239,75	16/12/2024	TRYLORI caps. x 120	N	1	1	5	0	16/12/2024	*	N	0	-1	0	63217,21	 	1005600183	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8289	CRAFINE pomo x 46.5 g	0	1	0	0	0	0	10920,95	16/12/2024	CRAFINE pomo x 46.5 g	N	1	1	5	0	16/12/2024	*	N	0	-1	0	7913,732	 	1005600184	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8290	FIRMEL 36 20 mg comp.x 1	0	1	0	0	0	0	8506,47	16/12/2024	FIRMEL 36 20 mg comp.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	6164,109	 	1005600188	 	-1	1	N	-1	0	1	912	1/12/2024	31/12/2024
8291	FIRMEL 36 20 mg comp.x 2	0	1	0	0	0	0	11778,19	16/12/2024	FIRMEL 36 20 mg comp.x 2	N	1	1	5	0	16/12/2024	*	N	0	-1	0	8534,92	 	1005600189	 	-1	1	N	-1	0	1	912	1/12/2024	31/12/2024
8292	FIRMEL 36 20 mg comp.x 4	0	1	0	0	0	0	22902,03	16/12/2024	FIRMEL 36 20 mg comp.x 4	N	1	1	5	0	16/12/2024	*	N	0	-1	0	16595,674	 	1005600190	 	-1	1	N	-1	0	1	912	1/12/2024	31/12/2024
8293	FIRMEL 36 5 mg comp.x 30	0	1	0	0	0	0	55727,07	16/12/2024	FIRMEL 36 5 mg comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	40381,935	 	1005600191	 	-1	1	N	-1	0	1	912	1/12/2024	31/12/2024
8294	HEPATRIET gel tópico x 50 g	0	1	0	0	0	0	45280,96	16/12/2024	HEPATRIET gel tópico x 50 g	N	1	1	5	0	16/12/2024	*	N	0	-1	0	32812,29	 	1005600192	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8295	SOLICINA 10 mg comp.rec.x 30	0	1	0	0	0	0	47349,37	16/12/2024	SOLICINA 10 mg comp.rec.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	34311,138	 	1005600193	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8296	SOLICINA 5 mg comp.rec.x 30	0	1	0	0	0	0	40064,85	16/12/2024	SOLICINA 5 mg comp.rec.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	29032,5	 	1005600194	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8297	FERROMAX caps.x 30	0	1	0	0	0	0	29996,03	16/12/2024	FERROMAX caps.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	21736,254	 	1005600195	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8298	FERROMAX caps.x 60	0	1	0	0	0	0	57909	16/12/2024	FERROMAX caps.x 60	N	1	1	5	0	16/12/2024	*	N	0	-1	0	41963,043	 	1005600196	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8299	ONE SIN ESTROGENOS comp.rec.x 28	0	1	0	0	0	0	23437,19	16/12/2024	ONE SIN ESTROGENOS comp.rec.x 28	N	1	1	5	0	16/12/2024	*	N	0	-1	0	16983,471	 	1005600197	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8300	DIOSMIN 1000 comp.x 30	0	1	0	0	0	0	41820	16/12/2024	DIOSMIN 1000 comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	30304,348	 	1005600199	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8301	DIOSMIN 1000 comp.x 60	0	1	0	0	0	0	79560	16/12/2024	DIOSMIN 1000 comp.x 60	N	1	1	5	0	16/12/2024	*	N	0	-1	0	57652,174	 	1005600200	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8302	GENOLAXANTE grag.x 30	0	1	0	0	0	0	11344,81	16/12/2024	GENOLAXANTE grag.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	8220,877	 	1005600901	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8303	GENOLAXANTE grag.x 50	0	1	0	0	0	0	17024	16/12/2024	GENOLAXANTE grag.x 50	N	1	1	5	0	16/12/2024	*	N	0	-1	0	12336,232	 	1005600902	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8304	DIGESPLEN grag.x 30	0	1	0	0	0	0	17903,3	16/12/2024	DIGESPLEN grag.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	12973,406	 	1005601004	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8305	NORFLOXACINA CRAVERI comp.x 10	0	1	0	0	0	0	13940,41	16/12/2024	NORFLOXACINA CRAVERI comp.x 10	N	1	1	5	0	16/12/2024	*	N	0	-1	0	10101,746	 	1005602301	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8306	NORFLOXACINA CRAVERI comp.x 20	0	1	0	0	0	0	26898,42	16/12/2024	NORFLOXACINA CRAVERI comp.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	19491,609	 	1005602302	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8307	UREQUIN comp.x 20	0	1	0	0	0	0	17788,03	16/12/2024	UREQUIN comp.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	12889,877	 	1005603201	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8308	UREQUIN comp.x 50	0	1	0	0	0	0	41323,9	16/12/2024	UREQUIN comp.x 50	N	1	1	5	0	16/12/2024	*	N	0	-1	0	29944,855	 	1005603202	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8309	CIAGEN 600 600 mg comp.rec.x 30	0	1	0	0	0	0	36405,39	16/12/2024	CIAGEN 600 600 mg comp.rec.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	26380,717	 	1005603401	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8310	ISLOPIR 2 mg comp.x 30	0	1	0	0	0	0	15948,13	16/12/2024	ISLOPIR 2 mg comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	11556,616	 	1005604701	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8311	ISLOPIR 4 mg comp.x 30	0	1	0	0	0	0	30380,89	16/12/2024	ISLOPIR 4 mg comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	22015,138	 	1005604704	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8312	ECNAGEL P.B. 5% gel x 60 g	0	1	0	0	0	0	21220	16/12/2024	ECNAGEL P.B. 5% gel x 60 g	N	1	1	5	0	16/12/2024	*	N	0	-1	0	15376,812	 	1006100401	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8313	ECNAGEL P.B. 10% gel x 60 g	0	1	0	0	0	0	18860	16/12/2024	ECNAGEL P.B. 10% gel x 60 g	N	1	1	5	0	16/12/2024	*	N	0	-1	0	13666,667	 	1006100403	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8314	ECNAGEL E 2% loc.x 120 ml	0	1	0	0	0	0	20160	16/12/2024	ECNAGEL E 2% loc.x 120 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	14608,696	 	1006100501	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8315	ECNAGEL E 4% loc.x 120 ml	0	1	0	0	0	0	25340	16/12/2024	ECNAGEL E 4% loc.x 120 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	18362,319	 	1006100502	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8316	GLAUCOSTAT 50mcg/ml sol.oft.x 2.5ml	0	1	0	0	0	0	25040	16/12/2024	GLAUCOSTAT 50mcg/ml sol.oft.x 2.5ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	18144,928	 	1007700000	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8317	ERITROFARM ung.oft.unidosis x 20	0	1	0	0	0	0	12799,96	16/12/2024	ERITROFARM ung.oft.unidosis x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	9275,333	 	1007700003	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8318	COOL TEARS sol.oft.x 20 ml	0	1	0	0	0	0	12590	16/12/2024	COOL TEARS sol.oft.x 20 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	9123,188	 	1007700011	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8319	MESTINON TS 180 mg comp.x 30	0	1	0	0	0	0	50807,48	14/12/2024	MESTINON TS 180 mg comp.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	36817,014	 	1007700034	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8320	ERITROFARM colirio x 5 ml	0	1	0	0	0	0	12689,61	16/12/2024	ERITROFARM colirio x 5 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	9195,37	 	1007703405	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8321	MESTINON 60 mg comp.x 100	0	1	0	0	0	0	52879,97	14/12/2024	MESTINON 60 mg comp.x 100	N	1	1	5	0	14/12/2024	*	N	0	-1	0	38318,819	 	1007706601	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8322	NEWCLAR gts.oft.x 10 ml	0	1	0	0	0	0	8090	16/12/2024	NEWCLAR gts.oft.x 10 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	5862,319	 	1007707901	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8323	GAMMATET T 500UI jga.prell.+toxoide	0	1	0	0	0	0	197808,91	3/12/2024	GAMMATET T 500UI jga.prell.+toxoide	N	1	1	5	0	3/12/2024	*	N	0	-1	0	143339,79	 	1010300131	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8324	PEN ORAL 500000 UI comp.x 18	0	1	0	0	0	0	7200	16/12/2024	PEN ORAL 500000 UI comp.x 18	N	1	1	5	0	16/12/2024	*	N	0	-1	0	5217,391	 	1011702302	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8325	PEN ORAL jbe.concent.x 90 g	0	1	0	0	0	0	16940	16/12/2024	PEN ORAL jbe.concent.x 90 g	N	1	1	5	0	16/12/2024	*	N	0	-1	0	12275,362	 	1011702306	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8326	PEN ORAL jbe.concent.x 60 g	0	1	0	0	0	0	13850	16/12/2024	PEN ORAL jbe.concent.x 60 g	N	1	1	5	0	16/12/2024	*	N	0	-1	0	10036,232	 	1011702309	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8327	YECTAFER a.x 5	0	1	0	0	0	0	33651,91	16/12/2024	YECTAFER a.x 5	N	1	1	5	0	16/12/2024	*	N	0	-1	0	24385,442	 	1012000005	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8328	YECTAFER COMPLEX a.x 5	0	1	0	0	0	0	49610,86	16/12/2024	YECTAFER COMPLEX a.x 5	N	1	1	5	0	16/12/2024	*	N	0	-1	0	35949,899	 	1012000006	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8329	FREVIA 160/4.5 mcg x 120 dosis	0	1	0	0	0	0	97542,26	11/12/2024	FREVIA 160/4.5 mcg x 120 dosis	N	1	1	5	0	11/12/2024	*	N	0	-1	0	70682,797	 	1012000029	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8330	SOLFIDIN FLASH 0.5 mg comp.x 30	0	1	0	0	0	0	10458,18	16/12/2024	SOLFIDIN FLASH 0.5 mg comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	7578,391	 	1012000053	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8331	SOLFIDIN FLASH 0.5 mg comp.x 60	0	1	0	0	0	0	20916,49	16/12/2024	SOLFIDIN FLASH 0.5 mg comp.x 60	N	1	1	5	0	16/12/2024	*	N	0	-1	0	15156,877	 	1012000054	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8332	NUBAINA 10 mg/ml a.x 10 x 1 ml	0	1	0	0	0	0	30513,09	16/12/2024	NUBAINA 10 mg/ml a.x 10 x 1 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	22110,935	 	1012001001	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8333	NUBAINA 10 mg/ml a.x 5 x 1 ml	0	1	0	0	0	0	16226,14	16/12/2024	NUBAINA 10 mg/ml a.x 5 x 1 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	11758,072	 	1012001003	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8334	NUBAINA 20 mg/ml a.x 10 x 1 ml	0	1	0	0	0	0	53130,53	16/12/2024	NUBAINA 20 mg/ml a.x 10 x 1 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	38500,384	 	1012001004	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8335	YECTAFER a.x 10	0	1	0	0	0	0	67303,83	16/12/2024	YECTAFER a.x 10	N	1	1	5	0	16/12/2024	*	N	0	-1	0	48770,891	 	1012002801	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8336	YECTAFER COMPLEX a.x 10	0	1	0	0	0	0	99221,62	16/12/2024	YECTAFER COMPLEX a.x 10	N	1	1	5	0	16/12/2024	*	N	0	-1	0	71899,725	 	1012003201	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8337	ADVATE 250 UI fco.amp.liof.x 1	0	1	0	0	0	0	913823,49	16/12/2024	ADVATE 250 UI fco.amp.liof.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	662190,935	 	1012200011	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8338	ADVATE 500 UI fco.amp.liof.x 1	0	1	0	0	0	0	1827645,35	16/12/2024	ADVATE 500 UI fco.amp.liof.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1324380,688	 	1012200012	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8339	ADVATE 1000 UI fco.amp.liof.x 1	0	1	0	0	0	0	3655291,25	16/12/2024	ADVATE 1000 UI fco.amp.liof.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	2648761,775	 	1012200013	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8340	KIOVIG 5 g f.a.x 1 x 50 ml	0	1	0	0	0	0	2005855,92	16/12/2024	KIOVIG 5 g f.a.x 1 x 50 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1453518,783	 	1012200016	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8341	KIOVIG 10 g f.a.x 1 x 100 ml	0	1	0	0	0	0	4011731,88	16/12/2024	KIOVIG 10 g f.a.x 1 x 100 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	2907052,087	 	1012200017	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8342	KIOVIG 20 g f.a.x 1 x 200 ml	0	1	0	0	0	0	8023463,76	16/12/2024	KIOVIG 20 g f.a.x 1 x 200 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	5814104,174	 	1012200018	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8343	PROTROMPLEX TOTAL TIM 4 600 UI f.a.	0	1	0	0	0	0	913370,45	16/12/2024	PROTROMPLEX TOTAL TIM 4 600 UI f.a.	N	1	1	5	0	16/12/2024	*	N	0	-1	0	661862,645	 	1012200102	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8344	FEIBA TIM 4 1000 UI f.a.x 1+solv.	0	1	0	0	0	0	3896895,82	16/12/2024	FEIBA TIM 4 1000 UI f.a.x 1+solv.	N	1	1	5	0	16/12/2024	*	N	0	-1	0	2823837,551	 	1012201402	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8345	IMMUNINE 1200 UI f.a.x 1	0	1	0	0	0	0	2912755,49	16/12/2024	IMMUNINE 1200 UI f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	2110692,384	 	1012202002	 	-1	1	N	-1	0	1	928	1/12/2024	31/12/2024
8346	IMMUNATE 500 UI liof.f.a.x 1	0	1	0	0	0	0	1143734,12	16/12/2024	IMMUNATE 500 UI liof.f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	828792,841	 	1012202102	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8347	IMMUNATE 1000 UI liof.f.a.x 1	0	1	0	0	0	0	2287487,45	16/12/2024	IMMUNATE 1000 UI liof.f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1657599,601	 	1012202103	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8348	HEMOFIL M 500 UI env.x 1	0	1	0	0	0	0	1144116,56	16/12/2024	HEMOFIL M 500 UI env.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	829069,971	 	1012202902	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8349	HEMOFIL M 1000 UI env.x 1	0	1	0	0	0	0	2288215,75	16/12/2024	HEMOFIL M 1000 UI env.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1658127,355	 	1012202903	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8350	TOPAMAC 100 mg comp.x 60	0	1	0	0	0	0	140724,16	13/12/2024	TOPAMAC 100 mg comp.x 60	N	1	1	5	0	13/12/2024	*	N	0	-1	0	101974,029	 	1012700009	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8351	REMINYL ER 8 mg caps.x 28	0	1	0	0	0	0	100261,18	13/12/2024	REMINYL ER 8 mg caps.x 28	N	1	1	5	0	13/12/2024	*	N	0	-1	0	72653,029	 	1012700013	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8352	REMINYL ER 16 mg caps.x 28	0	1	0	0	0	0	152727,7	13/12/2024	REMINYL ER 16 mg caps.x 28	N	1	1	5	0	13/12/2024	*	N	0	-1	0	110672,246	 	1012700014	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8353	DUROGESIC D-TRANS 25 mcg/h parch.matriz.x5	0	1	0	0	0	0	117649,23	13/12/2024	DUROGESIC D-TRANS 25 mcg/h parch.matriz.x5	N	1	1	5	0	13/12/2024	*	N	0	-1	0	85253,065	 	1012700015	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8354	DUROGESIC D-TRANS 50 mcg/h parch.matriz.x5	0	1	0	0	0	0	211759,27	13/12/2024	DUROGESIC D-TRANS 50 mcg/h parch.matriz.x5	N	1	1	5	0	13/12/2024	*	N	0	-1	0	153448,746	 	1012700016	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8355	INVEGA 3 mg comp.lib.prol.x 28	0	1	0	0	0	0	186518,02	13/12/2024	INVEGA 3 mg comp.lib.prol.x 28	N	1	1	5	0	13/12/2024	*	N	0	-1	0	135157,986	 	1012700018	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8356	INVEGA 6 mg comp.lib.prol.x 28	0	1	0	0	0	0	202779,71	13/12/2024	INVEGA 6 mg comp.lib.prol.x 28	N	1	1	5	0	13/12/2024	*	N	0	-1	0	146941,819	 	1012700019	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8357	TRAMACET comp.x 20	0	1	0	0	0	0	26376,57	13/12/2024	TRAMACET comp.x 20	N	1	1	5	0	13/12/2024	*	N	0	-1	0	19113,457	 	1012700020	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8358	CONCERTA 18 mg comp.x 30	0	1	0	0	0	0	111453,91	13/12/2024	CONCERTA 18 mg comp.x 30	N	1	1	5	0	13/12/2024	*	N	0	-1	0	80763,703	 	1012700023	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8359	CONCERTA 36 mg comp.x 30	0	1	0	0	0	0	159408,83	13/12/2024	CONCERTA 36 mg comp.x 30	N	1	1	5	0	13/12/2024	*	N	0	-1	0	115513,645	 	1012700024	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8360	CONCERTA 54 mg comp.x 30	0	1	0	0	0	0	216743,33	13/12/2024	CONCERTA 54 mg comp.x 30	N	1	1	5	0	13/12/2024	*	N	0	-1	0	157060,384	 	1012700025	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8361	INVEGA SUSTENNA 100 mg/1 ml jga.prell.	0	1	0	0	0	0	800661,22	13/12/2024	INVEGA SUSTENNA 100 mg/1 ml jga.prell.	N	1	1	5	0	13/12/2024	*	N	0	-1	0	580189,29	 	1012700026	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8362	INVEGA SUSTENNA 150 mg/1.5 ml jga.prell.	0	1	0	0	0	0	800661,22	13/12/2024	INVEGA SUSTENNA 150 mg/1.5 ml jga.prell.	N	1	1	5	0	13/12/2024	*	N	0	-1	0	580189,29	 	1012700027	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8363	INVEGA SUSTENNA 50 mg/0.5 ml jga.prell.	0	1	0	0	0	0	426957,21	13/12/2024	INVEGA SUSTENNA 50 mg/0.5 ml jga.prell.	N	1	1	5	0	13/12/2024	*	N	0	-1	0	309389,283	 	1012700028	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8364	INVEGA SUSTENNA 75 mg/0.75 ml jga.prell.	0	1	0	0	0	0	629445,44	13/12/2024	INVEGA SUSTENNA 75 mg/0.75 ml jga.prell.	N	1	1	5	0	13/12/2024	*	N	0	-1	0	456119,884	 	1012700029	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
